,Unnamed: 0,RID,smiles,fragment_fp,fragment_fp2
279,279,R0000000864,*c1cc(*)c(C)cc1C,00000000000000000000001000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000010001000000001100000000000000000100000000000000001000000100000000110000000000000010100000000000010000000000000000000000000000000010000000000001000000000101000000000010000000000000000000000000000000000010000100000000000000100000000000000000000000000000000000000000000000000000000000010000000001000000100000000000010000000000000000000000100000000010010000000000000000000000000000000000000000100001000100010000000000000000000000000101000000000000000000001000000000000001000001000000000000000000000000000000000000000000010000000000000000000001000000100010000000000000000100000001100000000000000000000000000000000000000010000000000000000010000000010000000000000000000010000000000000100000000000000000010000100000000000100000000000110001000000000000000000011000000010001000000000000000000000000000000000000010001000000100000000000000000000010100000000000100010000000000010000000000000000000100000000000010000000000000000000000000000000001000110000000000100000000000000001000000000000000000000100010001000000000000000000000000000000000000000100001000000000001000000000000000000000000000000000000001101000000000000000100001000001010000000000000000000100100000000000010000000000000000000000000000000000000000000001000011000000000000000100000100000000000000000000000000000000000000100000000100000000000000000000000000000000010000100000001000000000000000000000000100000000000000000000000000000000000001000100000000000000000000010000000100000000000100000000000100000000000000000000001001000001000000000100000000000000000000000000000100000000000000100000010010100000000000000000000001000000000000000000000000000000000000000000000000000000000010000000000010000100000000100000000000000000000010010000001000000001000000000000000000000000000000000000000000000010000000000000001100000000000000010101001000000000010000000000000000010000000000000000001000000000000000000000000000000000000000000001000000000000000100000000000000000000000000,"[2, 10, 1]"
280,280,R0000000866,*C1c2cccc3cccc(c23)C1*,00001000000001000000000001010000010101000000001100000001100101000000100000000000100001101010000000010101011110100000000110000000010000010000000100010000000000000100000000100000001000010001000001100000000001010000000000000000000110000001000000000100000001000010000000010000101000100100000011000010000010000010000101000000100000000011000000000000001101001000001010000000100100000000000000000000000000000001000000010000001010000000000000010000010000100001010100000000101000000000010100011000000100100010000101001000000000000000000010000000100010000001000000000000100001000110000010000000100000010000000001011000100100100100000100010111000010000000010000000001000001100001000000001000100000000000011010000001101100000000000100010000000011000010100010010010010000000000000100000000001101101000000010010101000011110000100000000101101000100000100000100010001000110101001001001000000010010000010000000001001100000000000000110000000000000110010000000000000000000000010000100000001000000100000001001000100100000000000000000100000011000010000000000000000000100000000000001100100000000000000000100001000000100000110001000000100001000011000001000110100000000000110100000000000010000000000000000000000001001000100000010000000000000001000000000000000000000000000000011000100011010111000100000000000000111000000000010001010010001000100100000000010001000011101111100000000100000100010000000000001000001001000001000000000000000000000000000010101000001100100000000000000000001000000000000110001001000001100100001011000000000000100000100001000100010000000000000000011010010100011000100000100000010100100001001010000000000000000000001011000001100000010111100000000000000110000000001000000000000011010000000101010101000101000000000010000001000000000100000000111100000000010000010010000000000000110000000000100000001000100010100010000000101000000000000000000000010000001000000100000001000010000010001010000000001101010000010000000101000000000000010101000000000100010000000000000010010000000000000001100101000100000001000000000000010100000000000100001000000010001000001100,"[2, 14, 3]"
281,281,R0000000867,*CCC(*)*,00000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000,"[3, 6, 0]"
282,282,R0000000868,*C1CCCCCC1,00000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000100000000000000000000000000000000000000000000000010000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000100000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000,"[1, 8, 1]"
283,283,R0000000869,*CCC(C)(C)C(*)(C)C,00000100000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000010000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000001000000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000100000000000010100000000001000000000000000000000000000000000000000000000000000000000000000101001000000000000001000000000000000000000000010000000000000100000000000000000000000000000000000000001000000000000000000011100000000000000000000000000000000000000000000100000000000100000100000000000000000100000000000000000000000000000000000001000001000000100000000000100000000000000000000000000000001000000000000000000000000000000001000000001000000000000000001000000000000000000000000000010000100010000000000010000000100100000000010100000000000000000000000000000000000000001000000000000001010000000000000010000000000001000000000000000000010000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000010000000000000000100000000000000000000000000000000000010000001000000000000000000000000000000000001000010000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000010000000000000000000000010000000000000000000000000000000001000000000000000000000000000100000000000000000000000000000000000110010000000000010000000000000000000000000001000000000000000001000000000000000000000000000000000000100000100000000000000000000000000000000001000100000000010000000000000000000000000000000000000000000001000000000000000000000010000010000000000000000000000001000000110000000100000000000000000000000000000000000000100000000000000000000000000100000000000000000000000010010000100000,"[2, 10, 0]"
284,284,R0000000870,*C1CCC2C(*)CCC12,00000100000001000000000000000000000000000000000000000000000000000000000000010000000000001010000000000000000000000000000000000000000001000000000000001000000110000000000000000100001100000000000000000000000000000000000000000001000001000000010000000100000000000000100000100000000000001000000001000000000000000000000100000000000000000000000001000000000000000000000010000000000000000010010000000000000000000000000000000000000000000100000000000001000000000000010000000100000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000000010000000000000000000000000000000000001001000000000000000000000000000000100100000000000000000000100000000101000000000000000000000000100001000000100000000000010000000000000000000000000001000000010000000100000000000001100000000100000100100000100001000000000000000000000000000000000000000000000100000000000100000000000000000100000000000001000000000000000000000000000000101000000000000000000000000000000100000000000000000000000011000000010000000000010001000100000000000000000000000000000000000000000000000000000001000000000000001010000000000000000000000100000000000000000000100010000001000000000000000100000000100000000000000000000110000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000100000000000000010000000000000000101000000100000000000000000000000000010000100000010000000000000000000000000000001000010000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000001000000000000000010000000010000000000000000010010000011000010000000000010100000000000000010000000000010001000000000000000000000000000000000000000000000000000000000000000010010000000000000001000000000000000000000001000000100000000001000000001000000000000000000000001000100000000000000000000000000000000000000001000100000000010000000000000010000000000000000000000000010001000000000000010000001010001000000000000100000000000001000000101000000100000010000000000000000000000100000000100100000000000000000000000000000000000000000000000010000000000000,"[2, 10, 2]"
285,285,R0000000871,*C1CC2C3CC4C(C3*)C24C1,00000100000001000000100000000000000100010100000000000000000000000000000000010000000000001010000100000000000000000000000000000000000001000000000000001000100110000000000000000100001100000000000000000000000000000000000000000001001001000000000000000100000010000000000010100100000000001000001001000001000000000000000000000000100000000000000001000000000000000000000000000000000000001010010000000000000010000000000000000000010000000110000001000001000000000100010001000100000000000000000000000000000000000000000000000000000000100000000001000100010000000000000000000000001000000000010000000100000100010000000000000000001001000000000010000000001000000000100100001000000000000000100000000101000000000000000000000000100001000000100000010000011000000000000000000000100001000000010000000100000100000010100000100100000100100000100001000010000000000000100000000010000000000000000100000000000100000010100010000100000000100001000000000100000000000000000000101001000000000010000000000001000100000100000000001000000011000100010000000000010001000100000000000010000000000000100000000000000000000000000000010001100000001000010000000000010010010100001010000000000000100010000001000000000000010100000000000000000000001000000111000000000001000000000011000000001000000000000000000000000001001000000000000000000001000000000000000000000010000000010000000101000000100000011000000000000000000010000101010010000000010000000000000100000001000010000000001000001000000000000000100000000010000000000000101010000000010000000000000000000000101000000000000000010000000010000000000000000010010000010000010100000001010100000000000000010000000000010001000010100001000000000000000100000000101000000001000010000000000110010000000000010001000000000000001000000001000000100000000001000000001000000000000000000000000000100000000001000000000000100000000000000001100100000000010000000000000110000000000000000000000000010001000100001000010000001000111100000000000110000010000011000000000000001110000010000000000000000100000100000000100000000000000000000000100100000000000000000000010010000001100000,"[2, 12, 5]"
286,286,R0000000872,*C1C(*)C2CC1C1CCCC21,00000100000001000000000000000000000100000000000000000000000000000000000000010000000000000010000000000000000000100000000000000000000001000010000000001000000110000000000000000100101100000000000000000000000000000000000000000001000001000000010000000100000001001000000010100000000000001000000011100000000000000000000000000000100000000000000001000000000000000000000010000010000000000010010000001000000010000000000000000000010000000100000001000001000000000000010000000100000000000000100000000000000000000000000000000000000000100000000001000100000000000000000000000000000000000000010000000000000000010000000000000000001001000000000000000010000000000000000100000000000000000000100000000101000000000000000000000000100001000001100000000000010000000000000000000000010001000000010000000100000000000010100000000100000100100000100001000000000000000000000000000000000010000000000100000000000100000000000010000100000000100001000000000000000000000000000000101000000000000010000000000001000100000000000000000000000011010000010000000000010001000100000000000000000000000000100000000000000000000000000000000001000000001000000000000000000000000100000000000000000000100010000001000000000000000100000000000000000001000000000110000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000101000000100000010000000000000000000010000110000010000000000000000000000100000001000010000000000000000000000000000000000000000000000000000000001010000000010000000000000000000000001000000000000000010000000010010000000000000010010000011000010000000000010100000000000000010000010000010001000010000000000000000000000100000000001000000000000000000000000010010000000000000001000000000000000000000001000000100000000001000000001000000000000000000000000000100000000001000000000000000000000000000001000100000000010000000000010110000000000000000000000000010001000000000100010000001000001100000000000100000010000001000000000000001110000010000000000000000100000100000000100100000000000000000000000000000000000000000000000011000000000000,"[2, 12, 3]"
287,287,R0000000873,*C1CC2C3CCC(C3)C2C1*,00000100000001000000000000000000000100000000000000000000000000000000000000010000000000000010000000000000000000100000000000000000000001000010000000001000000110000000000000000100101100000000000000000000000000000000000000000001000001000000010000000100000001001000000010100000000000001000000011100000000000000000000000000000100000000000000001000000000000000000000010000010000000000010010000001000000010000000000000000000010000000100000001000001000000000000010000000100000000000000100000000000000000000000000000000000000000100000000001000100000000000000000000000000000000000000010000000000000000010000000000000000001001000000000000000010000000000000000100000000000000000000100000000101000000000000000000000000100001000001100000000000010000000000000000000000010001000000010000000100000000000010100000000100000100100000100001000000000000000000000000000000000010000000000100000000000100000000000010000100000000100001000000000000000000000000000000101000000000000010000000000001000100000000000000000000000011010000010000000000010001000100000000000000000000000000100000000000000000000000000000000000000000001000000000000000000000000100000000000000000000100010000001000000000000000100000000000000000001000000000110000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000101000000100000010000000000000000000010000110000010000000000000000000000100000001000010000000000000000000000000000000000000000000000000000000001010000000010000000000000000000000001000000000000000010000000010010000000000000010010000011000010000000000010100000000000000010000010000010001000000000000000000000000000100000000001000000000000000000000000010010000000000000001000000000000000000000001000000100000000001000000001000000000000000000000000000100000000000000000000000000000000000000001000100000000010000000000010010000000000000000000000000010001000000000100010000001000001100000000000100000010000001000000000000001110000010000000000000000100000100000000100100000000000000000000000000000000000000000000000011000000000000,"[2, 12, 3]"
288,288,R0000000874,*C1CC(*)C2CCCC12,00000100000001000000000000000000000000000000000000000000000000000010000000010000000000000010000000000000000000000000000000000000000001000000000000001000000110000000000000000100001100001000000000000000000000000000000000000001000101000000010000000100000000000000100000100000000000001000000001000000000000000000000100000000000000000000000001000000000000000000000010000000000000000010010000000000000000000000000000000001000000000100000000000001000000000000000000000100100000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000000010000000000000000000000000000000000001001000000000000000000000000000000000100000000000000010000100000000101000000000000000000000000100001000000100000000000010000000000000000000000000001000000010000000100000000000000100000000100000100100000100001100000000000000000000000000000000000000000000100000000000100000000000000000100000000000001000000000000000000000000000000101000000000000000001000000000000100000000000000000000000011000000010000000000010001000100000000000000000000000000000000000000000000000000000001000000000000001010000000000000000000000100000000000000000000100010000001000000000000000100000000100000000011000000000110000000000000000000000001000000000000000000000000000000000011000000000000000000000000000000100000000000000010000000000000000101000000100000000000000000000000000010000100000010000000000000000000000000000001000010000000000000000000000000000000000000000000000000000000000010000000010000000000000000000000001000000000000000010000000010000000000000000010010000001000010000000000010000000000000000010000000000010001000000000000000000000000000000000000000000000000000000000000000010010000000000000001000000000000000000000001000000100000000001000000001000000000000000000000001000100000000000000000000000000000000000000001000100000000010000000000000010000000000000000000000000010001000000000000010000000010001000000000000100000000000001000000100000000100000010000000000000000000000100000000100100000000000000000000000000000000000000000000000010000000000000,"[2, 10, 2]"
289,289,R0000000875,*C12CC3CC(C1)CC(*)(C3)C2,00000100000001000000000100000000000000000000000000000000000000010010000000000001000100001010000000000000000000000000000000000000000000000000000000001000000110000000000000000100001100001000000000000000000000000000000000000001000101000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010010000000000000010000000000000000001010000000000000001000001000000000000010000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000101001000000000000000000000000000000100000000010000000000000000000000101010000000000000000000000000001000000100000000000010000000000000000000000000001000000010000000100000000000010000000000000100100000000000000100000000000000000000000100000001000000000000100010000000100000000000010000100000000000001000000000000000000000000000000101000000000000000001000000000000000000000000000000000000000000000000000000000010001000000000000000000100000000000100000000000000000000000000000000001000000001000000000000000000000000100000000000000000000100010000000000000000000000100000000000000000011000000000010000000000000000000000001000000000000000000000000000000000011000100000000000000000000000000000000000000000010000000000000000100000000000000010000000000000000000010000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000010000000000000000000010000011000000000000000010100000000000000000000000000010001000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000000000000000000000000100000000001000000000000000000000000000000000000100000000000000000000000000000000000000001000100000000010000000000000110000000000000000000000000010001000000000000010100001000001110000000000100000010000001000000000000001010000010000000000000000000100000000000100100000000000000000001000000000000000000000000000010000000001000,"[2, 12, 4]"
290,290,R0000000876,*C1CC(*)C2C3CC(CC3C)C12,00000100000001000000000000000000000100000000000000000000000000000010000000010000000000000010000000000000000000000000000000000000000001000000000000001000000110000000000000000100001100001000000000000000000000000000000000000001000101000000010000000100000000000000100010100000000000001000000001000000000000000000000100000000100000000000000001000000000000000000000010000000000000000010010000000000000010000000000000000001010000000100000001000001000000000000000000000100100000000000000000000000000000000000000000000000000000100000000001000100000000000000000000000000000000000000010000000000000000010000000000000000001001000000000000000000000000000000000100000000000000010000100000000101000000000000000000000000100001000000100000000000010000000000000000000000000001000000010000000100000000000010100000000100000100100000100001100000000000000000000000000000000000000000000100000000000100000000000010000100000000100001000000000000000000000000000000101000000000000010001000000001000100000000000000000000000011000000010000000000010001000100000000000000000000000000100000000000000000000000000001000000000000001010000000000000000000000100000000000000000000100010000001000000000000000100000000100000000011000000000110000000000000000000000001000000000000000000000000000000000011000000000000000000000000000000100000000000000010000000000000000101000000100000010000000000000000000010000100010010000000000000000000000100000001000010000000000000001000000000000000000000000000000000000000001010000000010000000000000000000000001000000000000000010000000010000000000000000010010000001000010000000000010000000000000000010000000000010001000000000000000000000000000100000000001000000000000000000000000010010000000000000001000000000000000000000001000000100000000001000000001000000000000000000000001000100000000000000000000000000000000000000001000100000000010000000000000010000000000000000000000000010001000000000000010000000010001100000000000100000010000001000000100000001110000010000000000000000100000100000000100100000000000000000000000000000000000000000000000010000000000000,"[2, 13, 3]"
291,291,R0000000877,*CCCC(*)C,00000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000,"[2, 7, 0]"
292,292,R0000000878,*CCCC(*)CC,00000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001000100000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000010000000000000,"[2, 8, 0]"
293,293,R0000000879,*CCCCCC(*)C,00000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000001000100000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000,"[2, 9, 0]"
294,294,R0000000880,*CCCCCC(*)CC,00000000000001000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000001000000100000000000000000000000000000000000000000000000010000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000100000000000000000100000000000001000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000100010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010001000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000000000000000000000001000100000000000000000000000000000000000000000000000000010001000000000000000000000000000000000000000100000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000010000000000000,"[2, 10, 0]"
295,295,R0000000881,*C1C2CCC(C2)C1*,00000100000001000000000000000000000000000000000000000000000000000000000000010000000000000010000000000000000000100000000000000000000001000010000000001000000110000000000000000100101100000000000000000000000000000000000000000001000001000000000000000100000001001000000000000000000000001000000010100000000000000000000000000000000000000000000001000000000000000000000000000010000000000010010000001000000000000000000000000000000000000100000001000001000000000000010000000100000000000000100000000000000000000000000000000000000000100000000001000000000000000000000000000000000000000000010000000000000000000000000000000000001001000000000000000010000000000000000100000000000000000000100000000100000000000000000000000000100001000001100000000000010000000000000000000000010001000000010000000100000000000010100000000000000100100000000001000000000000000000000000000000000010000000000100000000000100000000000010000100000000100001000000000000000000000000000000101000000000000000000000000000000000000000000000000000000011010000010000000000010001000100000000000000000000000000100000000000000000000000000000000001000000001000000000000000000000000100000000000000000000100010000001000000000000000100000000000000000001000000000110000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000101000000100000010000000000000000000010000010000010000000000000000000000100000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000010010000000000000010010000011000000000000000010100000000000000010000010000000001000010000000000000000000000100000000001000000000000000000000000010000000000000000000000000000000000000000001000000100000000001000000001000000000000000000000000000100000000001000000000000000000000000000001000100000000010000000000010100000000000000000000000000010001000000000100010000001000001100000000000100000010000001000000000000001000000010000000000000000100000000000000100100000000000000000000000000000000000000000000000011000000000000,"[2, 9, 2]"
296,296,R0000000882,*C1C2CC(C)C(C2)C1*,00000100000001000000000000000000000100000000000000000000000000000000000000010000000000000010000000000000000000100000000000000000000001000010000000001000000110000000000000000100101100000000000000000000000000000000000000000001000001000000010000000100000001001000000000100000000000001000000011100000000000000000000000000000100000000000000001000000000000000000000010000010000000000010010000001000000010000000000000000000010000000100000001000001000000000000010000000100000000000000100000000000000000000000000000000000000000100000000001000100000000000000000000000000000000000000010000000000000000010000000000000000001001000000000000000010000000000000000100000000000000000000100000000101000000000000000000000000100001000001100000000000010000000000000000000000010001000000010000000100000000000010100000000100000100100000100001000000000000000000000000000000000010000000000100000000000100000000000010000100000000100001000000000000000000000000000000101000000000000000000000000001000100000000000000000000000011010000010000000000010001000100000000000000000000000000100000000000000000000000000000000001000000001000000000000000000000000100000000000000000000100010000001000000000000000100000000000000000001000000000110000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000101000000100000010000000000000000000010000110000010000000000000000000000100000001000010000000000000000000000000000000000000000000000000000000001010000000010000000000000000000000001000000000000000010000000010010000000000000010010000011000010000000000010100000000000000010000010000010001000010000000000000000000000100000000001000000000000000000000000010010000000000000001000000000000000000000001000000100000000001000000001000000000000000000000000000100000000001000000000000000000000000000001000100000000010000000000010110000000000000000000000000010001000000000100010000001000001100000000000100000010000001000000000000001110000010000000000000000100000100000000100100000000000000000000000000000000000000000000000011000000000000,"[2, 10, 2]"
297,297,R0000000883,*C12CC3CC(*)(C1)CC(*)(C3)C2,00000100000001000000000100000000000000000000000000000000000000010010000000000001000100001010000000000000000000000000000000000000000000000000000000001000000110000000000000000100001100001000000000000000000000000000000000000001000101000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010010000000000000010000000000000000001010000000000000001000001000000000000010000000100000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010000000000000000101001000000000000000000000000000000100000000010000000000000000000000101010000000000000000000000000001000000100000000000010000000000000000000000000001000000010001000100000000000010000000000000100100000000000000100000000000000000000000100000001000000000000100010000000100000000000010000100000000000001000000000000000000000000000000101000000000000000001000000000000000000000000000000000000000000000000000000000010001000000000000000000100000000000100000000000000000000000000000000001000000001000000000000000000000000100000000000000000000100010000000000000000000000100000000000000000011000000000010000000000000000000000001000000000000000000000000000000000011000100000000000000000000000000000000000000000010000000000000000100000000000000010000000000000000000010000000000000000000000000000000000100000001000000000000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000010000000000000000000010000011000000000000000010100000000000000000000000000010001000000000000000000000000000100000000000000000000000000000000000010000000000001000000000000000000000000000000000000100000000001000000000000000000000000000000000000100000000000000000000000000000000000000001000100000000010000000000000110000000000000000000000000010001000000000000010100001000001110000000000100000010000001000000000000001010000010000000000000000000100000000000100100000000000000000001000000000000000000000000000010000000001000,"[3, 13, 4]"
