,RID,smiles,fragment_fp,fragment_fp2
23,R1777,*SC(=O)CCC(*)=O,00000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000010010000000000000000000001000000000000000001000000000000000001000000000000000100000000000000001001000100000001000010000000000000000100000000000000000000000000000000000000010000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000001000000100000100000000000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000000100000000000001000000000000000100000000000000000100000000000000000000000000000100000000000000000000000000001001000000000000000000010000000000000000000000000000100000000000000000000101000000010000000000100000000000000000000000000000000000000000000000000001000011000000000000000100000000000001000000000000000000000000100000000000000000000000000000000000000000000000001000000000000000100000000000010010000000100000000000000001000000000000000000000000000000000000000000000000000001000000000000000000001000000000000010000000010000000000000000000000000000000000000000000000000000000000000000000000000100010000000000000100000000000010000000000000000000000010000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000000100000000000001000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000010000000000000100011000000000000000000000100000000000000100000000000000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000100000000001000000100000000000000000000001000000000000000000010000000000000000000000000000000000000000000000010000000000000000010000000100001000000000000001000000000000000000000000000000000000000010000000000000100000100000000000000000000000000000000000000000000010000000000000,"[2, 9, 0]"
24,R1778,*SC(=O)CCCCC(*)=O,00000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000010010000000000000000000001000000001000000001000000000000000001000000000000000100000000001000000001000000000001000000000010000000000000000000000000000000000000000000000001010000000000000000010000000000000000000000000000000010000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000100000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000100000000000001000000100000000000000000000000000100000000000000000000000000000000000000000000000000000000001001000000001000000000001000000000000000000000000000100000000000000100000101000000000000000000000100000000000000000000000000000000000000000000000000000011000000000000000100000000000001000000000000000001000000000000000000000000000000100000000000000000000001001000000000000000000000000000010010000000100000000000010011000000000000000000100001000000000000000001000000000001000000000000000000001000000000000010000000000000000000000000000000000000000000010000000000000000000000000000000000000000010000000000000100000000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000000000001000000000000000100000000000001000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000100010000000000001000000000000100000000000000000000000000000001101000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000100000000000000000100000000000000000000101000100000000000000010000000000000000000000000000000000010001000000010000000000000000000000000100001000000000000001000000000000000000000000000000000000000000010000000000100000100000000000000000000000000000000000000000000010000000000000,"[2, 11, 0]"
25,R1779,*SC(=O)CCCCCCC(*)=O,00000000000001000000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000010010000000000000000000001000000001000000011000000000000000001000000000000000100000000000000000001000000000001000000000000000000000000000000000000000000000000000000000001010000000000000000010000000000000000000000000000000010000000000001000000000000000000000001000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000100000100000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000100000000000001000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000001001000000001000000000001000000000000000000000000000100000010000000100000101000000000000000000000100000000000000000000000000000000000000000000000000000011000000000000000100000000000001000100000000000001000000000000000000000000000000100000000000000000000000001000000000000000000000000000010010000000100000000000010011000000000000000000100001000000000000000001000000000001000000000000000000001000000000000010000000000100000000000000000000000000000000010000000000000000000000000000000000000000010000000000000100000000000010000000000000000000000010000000000000000000000000000000000000010000000000000000000010000000000000000000000000010000000000000000000000001000000000000000100000000000001000000000000000001000000000000000000000000000000000000000000000000000000100000000000000000000000000000100000000000000000000000000000000000000000000000000000100010000000000001000000000000000000000000000000000000000010001101000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000100000000000000000100000000000000000000001000100000000000000010000000000000000000000000000000000011001000000010000000000000000000000000100001100000000000001000000000000000000000000000000000000000000010000000000100000100000000000000000000000000000000000000000000010000000000000,"[2, 13, 0]"
26,R2044,*NSC(*)=O,00000000000001000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000100000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000001000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000010000000000000000000000000000000000000000000010010000000000000000000000000100000000000000000000000000000000000000000000000000000000000,"[2, 6, 0]"
27,R2045,*C(=O)SN(*)C,00000000000001000000000000000100000000000100000000000000000000000000000000000000000001000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000000100000000000000000000000000000000000000000000000000001000000000000000010000000000000000000000000000100000010000000001000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000010000000000000000000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000010001000000000000000000000001000001000000000100000001000000000000000000000000000110000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000000000000000010000000010000000000000000000000000000000000000000000000000000000001000000000000100000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000001000000000000010000000000000001000000000000000000000001000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000010000000010001000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000100010000000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000010000000100000010000000000000000000000000000000000000000000010010000000000000000000000000100000000000000000000000000000000000000000000000000000000001,"[2, 7, 0]"
28,R627,*OC(=S)c1cccc(C(=S)O*)c1,01000000010000000000001100000000000001110010000000000000000010010000000000000000000000000001010000110001000000000010000100000000010010000000000100001000000000000100000000000000001000000000000100100000000000000000000100000000000000001010100000000000000000000010000000000000000001010000100000000011000000000000010001000000000000000011001000000000100000000000000000000000000000000000000000001000100000000000000100110110000000000000000000100001010000000000000000000000100000000000000000001100000000001000010000000000000000000000000000000000000000000001000000000000001010000000100010000000000010000000000001000000000000000000000000000001000000000000000000000001000001000001000000001010000000000000000100100000100000000000100000000000000010000001000010000000000000000000010000000000000000001000000010000000000000000000000100000000000000100000000100101000000000110001110000000000000000010000000000000000000000100000000000000100000010000010000000000000000000001000000000000000100000100100000011000000000000000100000000000101001000000010000000000000100000000000000000001000110000000000000101100000000000000000000000000000000000110001000000000000000000100100000000000010000000000010000000000000000000000000000000000000000000000001100000000100001000001011001000000000000000000000000101000000000000010000000001000000000000000000000000000000100001000011000000000000000000100001000000100000000000000010100010000000000000000000000000000000000000000000010000000000111000001000000000000000001000000000100001000000000010000000000000001000000000000000000000001000010010000100001000000000000000000100000001000000000000010000000000010000000000000000000000000000100000100111000000100000000000000010000001010100000000000001100000000010000000100001010000000001100000000000000000001000000001000000000100000100100000001000010000100010000000001000000000000000010000000000000000000011000000100001000010000000000000001111000010000000000101000010000000000000000001000000010001000000000000000010001000000001000000000000000000000100100000000001000000000000000000000000000010000000,"[2, 14, 1]"
29,R642,*OC(=S)c1cccc(C(*)=S)c1,11000000010001000000001100000000000001110010001100000000000010010000000000000000000001000001010000110001000010000010000100000000010010000000000100001000000000000100000000100000001000000000000100100000000000000000000100000000000010001010100000000100000000000010000000010000000001010000100001000011000000000001010001000000000000000011001010100000100000000000010000010000000001000000000000001000101000000000000100110110000010000000000000100001010000000000000000000000100000010000010000001100000000001000010000000000000000000000000000000000000100000001001000000000001010000100100010000000100010000000001001000000000000000000000000000101000010000000000000000001000001000001000000001010000000000000000100100000100001000000100001010000000010000001000010010000000000000100010000000000000000001000000010000000000000000000000100000000000100100000000100101000000000110001110000000000000000010000000000000010000000000000000000000100001010000010000000000000000000001000000000000000101000100100000000000010100100000100000000000101001000000010000000000010100000000000000000001000110000000000000101100000000000000000100000000001100001110001000001000000000001100100000000000010000000000010000000000000000000000000000000000000000000000001100000000100001000001011001000001000000000000000000101000000000000010000000001000000000000000000000000000000100001000011000000000000000000100001000100100000000000000011100010000000100000000000000000000000100010001000000000000000111000001000000000000000000001000000100101000000000010000000100000011000000000000000000000001000010010000100001000000000000000010100000001000010000000010000000000010000000000000000000000000000100000100111000000100000000000000010000001010101000100000001100000000010001000100001010000000001100000000000000000001000000001000000000100000100100000001000011001100010000000001000000000100000010000000000000000000011000000100001000010000000000000001111000010000000000101000010100000000001000001100100010001000000000000000010001000000000000100000000010000000100100000010001000000000100000000000000000010000000,"[2, 13, 1]"
30,R671,*OC(=S)O*,00000000010000000000000000000000000000000010000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000001000000000000000000000000000000000000000100000000000000001000000000000001000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000100000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"[2, 6, 0]"
31,R798,*OC(*)=S,00000000010001000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000100000000000000000000000000010000000000000000000000000100000000000000000000000000000000000000000000000010000000000000000000000100100000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"[2, 5, 0]"
32,R2380,*C(=S)OC(=S)c1ccc(*)s1,01000001100101000000000100100000010000010000000000101000000001011010100000100000000010100000010100000100010010000000000000000001000010000000000001000000010101000100000110000010001000000100000000011100000100100010010000000001010001000000010001001000000000000000000110010000000001000001000000000110000110000001000001000001000010000010000000000000000000000100000000000010000000000010000100000001000000000100010100001100000100100010000001000010010000010100010010000000000010000100011000101110000000001000000001100000000000000100000001010000000100000000001010001000101010010001100000001000000110000000000000000000100000000000001000100001000000000000010000000000101000000100000000100100000000000100000010010000000100010000000000000000110000000000000010110011100000011000000001001000000000111101101011011010100001001000000000000000000011001001101000100100000000010000000000000110001000010000001000000100000000000100000101000010001100000110010000000000101000000100000000010000000000100100011000010000000000000000000000000010000000001011000000000000110100001000000000001000000001000000010000110101000000001000000000000100000001100000000000100000000000100100000000000010000000011000000000011000100001001000000000000000000001100000000100000101000010100000000000000100100100000000000001001000000000101000001000000101100010010000010000000000000000010001001100000000010010000001000100100000001100000001000110000110010000110000001000000000101000100100000000001000000001100000000001000000010000000000010101010001000010000000000000000110000000010000100000001000000011010100100000000000000100000100000000000000001000000000000010010000000000000110000000000010000000100011000100000010100000000010101000010000000000000100000100000000000000010000111110000000000000000000000001000000100000000010000101110110100000100000000001111000000000101110000000100101010010000000000001000000000000000100100100010010011000000010001000000000000001000010001001011000000000000000010001000000000000001011001001001000001101000000010001000000101000000001000000000000000000000000000100000000,"[2, 12, 1]"
33,R2382,*OC(=S)c1ccc(*)cc1,01000000010000000000000100000000010001110010000000000000000000010000000000000000000000000001010000110001000000000010000000000000010010000000000000001000000000000100000000000000001000000000000100111000000000000000000100000000010000001010100000000000000000000000000000000000000001000100100000000010000000000000000001000000000000000011001000000000000000000000000000000000000000000000000000000000000000000000000100000100000001000000000000100000010000000000000000000000000000000000010000001110000000001000010000000000000000000000000001010000000000001001000000000001001010000000100000000000000010000000000000000000000000000000000000000000000000000000010000000001000000000000000000101000000000000000000000000000100000000000100000000000000010000001000010010000000000010000010000010000000000001000000010000000100000100000000100000000000000100000000000100000000000110000110000000000000000011000000000000000000000000000000000000000000000000010000000000100000000000000000000000100100000100100000000000000010000000100000000000100001000000010000000000000100000000000000000001000110000000000000100100000000001000000000000000000000100100000000000000000000000100100000000000010000100001000000000001000000000000000000000000000000000000001100000000100001000101010001001010000000000000000000001000000000000010000000001000000000000000000000000000000000001000111000000000000000000100001000000100000000100000010100000000000000000000000000000000000000000000000000000000000101000001000000000000000000000000000100001000000000010000000000000000000000100000000000000001000010000000100000000000000000000000100000001000000000000010000000001000000000100000000000000000000000000000110000000000000100000000000100001000000000000000001100000000010000000000000010000000000100000000000000000000010000001000000000000000100100000001000000000100010010000001000000000000000010000000000000000000001000000100000000010000000000000011100000011000000010101000010000000010000000001000000010001000000000000000000000000001000000000000000000000000100100000000001000000000000000000000010000000000001,"[2, 11, 1]"
34,R2387,*C(=S)OC(=S)c1ccc(*)cc1,01000000100001000000000100100000011000100000010000000000000000011000000000100000000010100001010000100001000000000000000000000000000000000000000000001000010000000100000000000000101000000000000100111000000100100000000100000001010001001010000000000000000000000000000010010000000001000100000000000010000100000000000001000001000000000011000000000000000000000100000100000010000000000000000100000000000000000000000100001100000001000000000000000000010000000000000000000000000000000000010000101110000000001000010000000000000000000000000001010000000100001001001000001001001010010001100000000000000010000000000000000000000000000000000000000001000000000000010000000001000000000000000000101000000000000000000000000000100010000000100100000000000010010001000010001000000000010000010000010000000000001000001010010000100001100000000100000000000000100001000000100000000000110000000000000100000000011000000000000000000000000000000000000010000000000111000000000110001000000000000000011110100000100101011000010000010000000000000000000100001000000010000000000000100000000000000000001000110000000000000000100100000001000000000000000000000100100000000010000000000000100000000000000010000100011000000000001000000000000000000000000000000000000001100100000100000000101010001001010100000000000000000001000000000000010000000000000000000000000000000000000000000001010111000000000000000000000001000000100000000100000000000000000000000000100000000000000000001000100100000000001000100000001000000000000000000000000000000001000000100010000000000000000000000100000000000000001000010010010100100000000000000000000100000001000000001000000000000001000000000100000110000000000000000000100101000000000010100000000010100001010000010000000001000000001010000000010000110000000000000000000000000000000010000001000000000000000100110000001000000000101010010000101000000000000001010000000000000000100001000000100100100010000000001000011100000011000000010101000010000100011000000001000000010001000000000000001010000001001000000001001000000000000000100000000001000000000000000000000000000000000001,"[2, 13, 1]"
35,R2388,*OC(=S)c1ccc(*)s1,01000000010100000000000000100010010000010010000000101000001001010010100000000000001000000000010100010000010010000000000000000001000010000000000001000000000101000100000110000010001000100100000000001000000000000010010000000000010000000000110001000000000100000000000100000000000001000001100000000010000010000000000001000000000010000010000000000000000000000000000000000000000000000010000000000000000000000100000110000100000100100010000001000010010000010100010010000000000010000100011000001110000000001000000001000000000000000110000000010000000100000000000010000000101010000000000100001000000010000000000000000000100000000000001000100001000000100000010000000000001000000100000000100101000000000100001010010000000000011000000001000000000000000000100010110010010000011000000001101000000000111101000000001000100001000000000000000000000011000000101000100100000000010010110000000010001000010000101000000100000000000000000101000000001100000010000000000000000000000000000100000000000000100100001000000000000000000100000000000000000000000011000000000000110100000000000000001000000000000000010000110000000100001000000000000001000001100000000000100000000000100100000000000010000000001000000000011000100011000000000000000000000000000000000100000100001000100000000000000000100100000000000001000000000000100000001000000001010010000000010000000000000000000001001100000001000010000001000100100000001100000011100110000010010000010000001000000000100000000000000010001000001001100000000001000000010001000000100101000000000010000000000000000110000000010000100000001000000001000100000000000000000100000100000000000000001000010000000010010000000000000010000000000011000000000100000100000000100000000000101100010000000000000000100001000000000000000000011100000000000000000000000001000000100000000000000101110110100000100000000001110000000000001100000000000001000010000000100000000000000000000100000100000010010000000010001110000000000001000010000000010010000000000000000001000000000000000001001001001000000100000000010000000100100000000000000000000000010000000010000100000100,"[2, 10, 1]"
36,R2395,*CCC(=S)O*,00000000010001000000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000010000000000000000000000000000000010000000100000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000001000010000000000000000000000010000000000000000000000000000000000000000010010000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000100000000100000000000000000000000001100000000100000000000000000000000000000000000000000000000000000000000000001000000000000000010000000001000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000010010000000000000000001000000000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000100000000000000000000000010011000000000000000000000100000000000000000000100000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000100000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000100010000000000001,"[2, 7, 0]"
37,R2414,*CC(=S)OC(*)=S,00000000000001000000000000000000000000000000000000000001000000000000000000000000000000100000000000010001000000000000000001000000000000000000000000000000010000000000000000000000000001000000000000000000000000000000000000000000001000000000000000000000000000000000000000000100000000000000000000000000000000000000100010000000000000001000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000000000000000000000000000100000000001000000100011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000110000000000000000000000000000000000000000001000000000000000110100000000000000000000000000000010000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000000000000000001000000000100100000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000100000000100000000001000100100000000000000000000000000000000100000000000000000000000000000000010001010000000000000000000000000000000000000000010010000100000000000000000010000000000000000000000000000000000000000000000001100000000000000000000100001000000000000000000000010000000000000000000000000000000000000000000000000010011000000001000000001000000000000000000000100100000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000010000000000000000001010010000000000000000000000000000000000000000010000000000000000000000000010000000000000,"[2, 8, 0]"
38,R2421,*CNC(=S)O*,00000000010001000000000000000000010000000010000000000000000000000000000000100000000100000000000100000000000000000000000000000000000000000000000010000000000000000000001000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000100000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000100000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000010000001000000000000000000000000000000000000000000000000000000000000000000000000010000010000100000000001000000000000000000000001000000000000000000000000000000001000000000000000000000000000000000001000000000000000000000000000000001000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000010000000000000000000000000000000000000000000000010000000000000000000000000000000000100000000000000000000001000000000000000000000000000000001000000010000000000000000000000000000000000000000000000000000100000000000000000000010000000000000000000000000100000000000010000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000001000000000000000000000000000000000000000010000000000000000000010000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001,"[2, 7, 0]"
39,R2423,*CNOC(*)=S,00000000000001000000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000001000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000010000000000000000000000000000000100000000001000000000001000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100001000000000000000000000000000000000000000010000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000110000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000000001000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010010000000001000000000000000000000000000100000010000000100100000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000000000000000000000010000000001000000000000000000000000000000000000000010000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000100000000000000000000000000000000000000000010000000000000000000000000000000010000000000000000000000000000000000000000000000000001,"[2, 7, 0]"
40,R2425,*COC(=S)O*,00000000010001000000000000000000000100000010000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000001000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000100100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000001100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001010010000000000000000000000010000000100000000000000000000000000000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000010000000000000000000000000000000000000000000000100000000000000100001000000100000000000000000000000000001000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000100000000000010000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000100000000100000100000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000010000000000000000000000000000000000010000000000000000000000000010000000000000000001010000000000000000000000000000000000000000000000000000000000000000000000000000000000000,"[2, 7, 0]"
41,R2428,*C(=O)C(=S)OC(*)=S,00000000000001000000000000000000000000001000000001000001000000000000000000000000000000100000000000010001000000000000000001000000000000000001000000000000010000000000000000000000000001000000000000000000000000000000000000000000001010000000000000000000000000000000000000000100000000000000000000000100000000000000100010000000000000001000000001010000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000000010001000000000000010000000000000000000000100000000001010000100011000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000001100000000000000000000000000001000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000000000010000000000110000000000000000000000000000000000000000001000001000000000110100000000000000000000000000000011000000000000000000000000000010000000100000000000001000000000100000000001000000000000000000000000000000001001001000000100101000000010000000000000000000000100000010000000000000000000000000000000000000000000000000000000001000000100000000000000000001000000000000000000000000000000000001000000000000010100000000000000000010000000000000000000000000010000000000000000000000000000101000000000000000000000000000000000000000000000000000000000000000000100000000100000000001000100100000000000000000000000000000000100000000000000000000000000000000010001010000000000000000000000010000100000000000011010000100000000000010000010000000000000000000000000001000000000000000000001100000000000000000000100001000000000000000000000010000000000001000010000000000001000000000000000000010011000000001000000001000000000000010000000100100000100000000000000000000000000000000000001000000000000000010000000000000000000000000000000000000000000000010000100000000000000000000100000010000000010000000000000000010000000000000000001010110000000000000000000000100000000000000000010000000000000000000000000010000000000000,"[2, 9, 0]"
